TimeStamp,Discharge,Water Temp,Sp Cond,O2,Turbidity,fDOM,pH
05/09/2022 16:00,,15.1035,190,8.46,2.05,7.41,8.5
05/09/2022 16:15,,15.158,190.1,8.4,1.11,7.015,8.469824807
05/09/2022 16:30,,15.208,190.3,8.35,1.24,6.96,8.469649615
05/09/2022 16:45,,15.242,190.45,8.28,1.73,7.28,8.479474422
05/09/2022 17:00,,15.2625,190.6,8.24,1.09,7.38,8.469299229
05/09/2022 17:15,,15.2335,190.7,8.16,1.21,7.65,8.459124036
05/09/2022 17:30,,15.205,190.9,8.11,1.21,7.17,8.438948844
05/09/2022 17:45,,15.1585,191.1,8.04,1.36,7.39,8.438773651
05/09/2022 18:00,,15.069,191.2,7.97,1.24,7.58,8.428598458
05/09/2022 18:15,,14.9725,191.4,7.9,1.05,7.65,8.408423266
05/09/2022 18:30,,14.8615,191.7,7.8,0.94,7.2,8.368248073
05/09/2022 18:45,,14.726,192.05,7.66,0.87,7.595,8.33807288
05/09/2022 19:00,,14.616,192.4,7.51,0.99,7.86,8.297897687
05/09/2022 19:15,,14.564,192.6,7.43,1.11,7.91,8.267722495
05/09/2022 19:30,,14.536,192.9,7.35,0.84,7.68,8.237547302
05/09/2022 19:45,,14.501,193.2,7.28,0.735,7.86,8.197372109
05/09/2022 20:00,,14.491,193.5,7.215,1.075,8.03,8.187196917
05/09/2022 20:15,,14.479,193.9,7.15,0.935,8.28,8.177021724
05/09/2022 20:30,,14.455,194.1,7.105,1.34,8.28,8.156846531
05/09/2022 20:45,,14.429,194.5,7.08,1.24,8.42,8.136671338
05/09/2022 21:00,,14.38,194.7,7.05,0.935,8.41,8.116496146
05/09/2022 21:15,,14.3435,195,7.03,1.37,8.16,8.106320953
05/09/2022 21:30,,14.27,195.3,7.02,1.08,8.48,8.09614576
05/09/2022 21:45,,14.213,195.5,7.03,1.035,8.47,8.075970568
05/09/2022 22:00,,14.15,195.75,7.03,1.095,8.61,8.075795375
05/09/2022 22:15,,14.072,195.9,7.03,1.16,8.49,8.045620182
05/09/2022 22:30,,13.995,196.1,7.05,1.045,8.47,8.055444989
05/09/2022 22:45,,13.902,196.2,7.06,1.63,8.5,8.045269797
05/09/2022 23:00,,13.815,196.4,7.09,1.2,8.68,8.035094604
05/09/2022 23:15,,13.711,196.6,7.11,1.025,8.61,8.034919411
05/09/2022 23:30,,13.596,196.8,7.135,1.08,8.75,8.024744219
05/09/2022 23:45,,13.469,196.9,7.15,1.11,8.78,8.024569026
05/10/2022 00:00,,13.347,197.1,7.2,1.155,8.76,8.014393833
05/10/2022 00:15,,13.222,197.1,7.21,1.11,8.685,8.004218641
05/10/2022 00:30,,13.1135,196.9,7.23,1.03,8.81,8.004043448
05/10/2022 00:45,,13.001,196.8,7.29,1.605,8.79,8.003868255
05/10/2022 01:00,,12.879,196.8,7.35,1.37,8.95,8.008693062
05/10/2022 01:15,,12.7515,196.7,7.35,1.395,8.92,8.01351787
05/10/2022 01:30,,12.6195,196.6,7.4,1.64,8.74,8.013342677
05/10/2022 01:45,,12.4825,196.5,7.44,1.245,8.82,8.013167484
05/10/2022 02:00,,12.344,196.4,7.48,1.525,8.91,8.012992292
05/10/2022 02:15,,12.209,196.4,7.52,1.165,8.965,8.012817099
05/10/2022 02:30,,12.077,196.3,7.56,1.18,8.96,8.012641906
05/10/2022 02:45,,11.948,196.25,7.58,1.26,8.99,8.002466713
05/10/2022 03:00,,11.811,196.2,7.61,1.1,8.99,8.012291521
05/10/2022 03:15,,11.671,196.15,7.69,1.225,8.93,8.012116328
05/10/2022 03:30,,11.538,196.1,7.68,1.33,8.99,8.011941135
05/10/2022 03:45,,11.415,196,7.7,1.42,9.04,8.011765943
05/10/2022 04:00,,11.294,196,7.74,1.79,8.91,8.01159075
05/10/2022 04:15,,11.17,195.9,7.76,1.495,9.06,8.011415557
05/10/2022 04:30,,11.059,195.75,7.82,1.305,9.1,8.001240364
05/10/2022 04:45,,10.95,195.6,7.82,1.16,9.09,8.011065172
05/10/2022 05:00,,10.843,195.5,7.87,1.165,9.145,8.010889979
05/10/2022 05:15,,10.742,195.4,7.88,1.135,9.02,8.010714786
05/10/2022 05:30,,10.632,195.3,7.91,1.16,9.1,8.010539594
05/10/2022 05:45,,10.517,195.2,7.94,1.08,9.03,8.005364401
05/10/2022 06:00,,10.414,195.1,7.98,1.115,9.09,8.000189208
05/10/2022 06:15,,10.306,195,8.02,1.015,9.14,8.000014015
05/10/2022 06:30,,10.203,194.9,8.05,1.145,9.15,8.009838823
05/10/2022 06:45,,10.104,194.8,8.12,1.005,9.11,8.01966363
05/10/2022 07:00,,10.011,194.8,8.14,0.95,9.095,8.019488437
05/10/2022 07:15,,9.926,194.7,8.18,0.89,9.07,8.029313245
05/10/2022 07:30,,9.85,194.6,8.23,0.93,9.09,8.009138052
05/10/2022 07:45,,9.819,194.5,8.29,0.91,9.08,8.038962859
05/10/2022 08:00,,9.83,194.3,8.4,0.975,9.03,8.058787666
05/10/2022 08:15,,9.853,194.2,8.49,1.19,9.02,8.078612474
05/10/2022 08:30,,9.907,194,8.57,1.105,8.945,8.098437281
05/10/2022 08:45,,9.999,193.8,8.66,1.02,8.92,8.118262088
05/10/2022 09:00,,10.111,193.6,8.72,0.82,8.88,8.148086896
05/10/2022 09:15,,10.222,193.4,8.77,1.025,8.79,8.167911703
05/10/2022 09:30,,10.359,193.3,8.82,0.84,8.7,8.17773651
05/10/2022 09:45,,10.505,193.2,8.87,0.81,8.61,8.207561317
05/10/2022 10:00,,10.652,193.1,8.92,0.835,8.57,8.217386125
05/10/2022 10:15,,10.813,193,8.95,0.83,8.535,8.237210932
05/10/2022 10:30,,10.991,192.9,8.97,0.885,8.43,8.257035739
05/10/2022 10:45,,11.1965,192.8,9.01,0.815,8.32,8.266860547
05/10/2022 11:00,,11.407,192.7,9.02,0.81,8.23,8.286685354
05/10/2022 11:15,,11.678,192.4,9.03,0.805,8.155,8.306510161
05/10/2022 11:30,,11.9695,192.2,9.04,0.775,8.06,8.326334968
05/10/2022 11:45,,12.2885,191.9,9.03,0.785,7.99,8.346159776
05/10/2022 12:00,,12.598,191.65,9.01,0.755,7.88,8.375984583
05/10/2022 12:15,,12.876,191.4,9,0.875,7.87,8.38580939
05/10/2022 12:30,,13.122,191.2,8.98,0.895,7.831751825,8.405634198
05/10/2022 12:45,,13.383,190.9,8.96,0.915,7.76350365,8.435459005
05/10/2022 13:00,,13.623,190.8,8.93,0.87,7.805255474,8.445283812
05/10/2022 13:15,,13.902,190.5,8.89,0.825,7.752007299,8.465108619
05/10/2022 13:30,,14.1205,190.4,8.85,0.865,7.798759124,8.464933427
05/10/2022 13:45,,14.36,190.3,8.83,0.845,7.775510949,8.494758234
05/10/2022 14:00,,14.556,190.3,8.8,0.76,7.702262774,8.504583041
05/10/2022 14:15,,14.756,190.3,8.75,1.645,7.744014599,8.514407849
05/10/2022 14:30,,14.977,190.2,8.71,0.92,7.730766423,8.524232656
05/10/2022 14:45,,15.181,190.15,8.67,0.98,7.647518248,8.524057463
05/10/2022 15:00,,15.354,190,8.61,0.74,7.669270073,8.54388227
05/10/2022 15:15,,15.5485,190.1,8.56,1.065,7.631021898,8.553707078
05/10/2022 15:30,,15.722,190.1,8.51,0.76,7.542773723,8.553531885
05/10/2022 15:45,,15.871,190,8.45,0.67,7.544525547,8.543356692
05/10/2022 16:00,,15.984,190.1,8.38,0.73,7.586277372,8.5431815
05/10/2022 16:15,,16.059,190.1,8.31,1.01,7.548029197,8.543006307
05/10/2022 16:30,,16.12,190.2,8.25,0.885,7.589781022,8.542831114
05/10/2022 16:45,,16.15,190.2,8.18,0.78,7.621532847,8.542655922
05/10/2022 17:00,,16.162,190.3,8.12,0.625,7.653284672,8.532480729
05/10/2022 17:15,,16.145,190.4,8.05,0.69,7.660036496,8.532305536
05/10/2022 17:30,,16.147,190.5,7.99,0.645,7.636788321,8.512130343
05/10/2022 17:45,,16.101,190.6,7.92,0.665,7.668540146,8.501955151
05/10/2022 18:00,,16.026,190.8,7.86,0.615,7.720291971,8.481779958
05/10/2022 18:15,,15.929,191,7.78,0.655,7.732043796,8.471604765
05/10/2022 18:30,,15.849,191.2,7.7,0.82,7.74379562,8.441429573
05/10/2022 18:45,,15.725,191.6,7.53,0.84,7.715547445,8.40125438
05/10/2022 19:00,,15.599,191.9,7.39,0.66,7.78729927,8.351079187
05/10/2022 19:15,,15.54,192.2,7.31,0.68,7.844051095,8.330903994
05/10/2022 19:30,,15.512,192.5,7.22,0.65,7.84080292,8.300728802
05/10/2022 19:45,,15.508,192.8,7.16,0.655,7.892554745,8.260553609
05/10/2022 20:00,,15.495,193,7.1,0.69,7.924306569,8.240378416
05/10/2022 20:15,,15.491,193.3,7.04,0.75,7.946058394,8.210203224
05/10/2022 20:30,,15.47,193.6,6.99,0.725,7.957810219,8.200028031
05/10/2022 20:45,,15.435,193.8,6.96,0.86,7.989562044,8.169852838
05/10/2022 21:00,,15.404,194,6.93,0.745,8.001313869,8.149677645
05/10/2022 21:15,,15.369,194.3,6.93,0.815,8.023065693,8.139502453
05/10/2022 21:30,,15.323,194.55,6.91,0.91,8.034817518,8.12932726
05/10/2022 21:45,,15.255,194.7,6.91,0.85,8.066569343,8.109152067
05/10/2022 22:00,,15.1775,194.9,6.9,1.05,8.068321168,8.088976875
05/10/2022 22:15,,15.079,195.1,6.92,0.76,8.100072993,8.088801682
05/10/2022 22:30,,14.978,195.2,6.94,0.835,8.111824818,8.078626489
05/10/2022 22:45,,14.876,195.4,6.95,0.75,8.083576642,8.058451296
05/10/2022 23:00,,14.767,195.5,6.97,0.825,8.135328467,8.048276104
05/10/2022 23:15,,14.648,195.6,7.02,0.945,8.137080292,8.048100911
05/10/2022 23:30,,14.522,195.7,7.02,0.975,8.123832117,8.037925718
05/10/2022 23:45,,14.3875,195.8,7.03,0.93,8.180583942,8.017750526
05/11/2022 00:00,,14.246,196,7.06,0.845,8.202335766,8.027575333
05/11/2022 00:15,,14.103,196,7.09,0.78,8.194087591,8.01740014
05/11/2022 00:30,,13.955,196,7.12,0.885,8.175839416,8.017224947
05/11/2022 00:45,,13.802,196.1,7.15,0.9,8.192591241,8.017049755
05/11/2022 01:00,,13.644,196.1,7.175,0.98,8.164343066,7.996874562
05/11/2022 01:15,,13.4825,196.1,7.24,0.95,8.161094891,8.006699369
05/11/2022 01:30,,13.306,196.1,7.25,0.925,8.192846715,7.996524177
05/11/2022 01:45,,13.1405,196.1,7.29,1.105,8.18459854,7.986348984
05/11/2022 02:00,,12.984,196.1,7.32,0.95,8.206350365,7.996173791
05/11/2022 02:15,,12.825,196,7.38,0.905,8.17810219,7.995998598
05/11/2022 02:30,,12.655,195.9,7.43,0.86,8.169854015,7.995823406
05/11/2022 02:45,,12.4895,195.8,7.46,2.665,8.081605839,7.995648213
05/11/2022 03:00,,12.324,195.6,7.5,0.95,8.198357664,7.98547302
05/11/2022 03:15,,12.153,195.4,7.56,1,8.145109489,7.995297828
05/11/2022 03:30,,11.989,195.3,7.59,0.915,8.166861314,7.985122635
05/11/2022 03:45,,11.82,195.2,7.61,0.975,8.128613139,7.974947442
05/11/2022 04:00,,11.652,195.1,7.68,1.02,8.130364964,7.984772249
05/11/2022 04:15,,11.487,195.1,7.68,0.89,8.122116788,7.994597057
05/11/2022 04:30,,11.329,195.1,7.74,0.925,8.118868613,7.984421864
05/11/2022 04:45,,11.178,195.1,7.77,0.925,8.105620438,7.984246671
05/11/2022 05:00,,11.031,195.2,7.78,0.955,8.107372263,7.984071479
05/11/2022 05:15,,10.885,195.2,7.82,1.14,8.069124088,7.983896286
05/11/2022 05:30,,10.735,195.2,7.85,0.93,8.070875912,7.983721093
05/11/2022 05:45,,10.59,195.2,7.88,0.85,8.062627737,7.9635459
05/11/2022 06:00,,10.4535,195.2,7.94,0.965,8.054379562,7.943370708
05/11/2022 06:15,,10.334,195.15,7.98,0.965,8.091131387,7.963195515
05/11/2022 06:30,,10.214,195.1,8.03,0.97,8.072883212,7.973020322
05/11/2022 06:45,,10.092,195.1,8.09,0.935,8.019635036,7.98284513
05/11/2022 07:00,,9.969,195,8.15,0.88,8.041386861,7.982669937
05/11/2022 07:15,,9.856,195,8.22,1.005,8.023138686,7.997494744
05/11/2022 07:30,,9.759,194.8,8.31,1.045,8.004890511,8.002319552
05/11/2022 07:45,,9.697,194.8,8.37,1.115,7.956642336,8.022144359
05/11/2022 08:00,,9.689,194.7,8.49,1.345,7.923394161,8.051969166
05/11/2022 08:15,,9.705,194.5,8.59,1.375,7.890145985,8.071793973
05/11/2022 08:30,,9.7485,194.4,8.685,1.505,7.85189781,8.091618781
05/11/2022 08:45,,9.807,194.25,8.75,1.48,7.793649635,8.111443588
05/11/2022 09:00,,9.901,194.1,8.82,1.315,7.76540146,8.121268395
05/11/2022 09:15,,10.009,194,8.89,1.28,7.717153285,8.151093203
05/11/2022 09:30,,10.134,193.9,8.95,1.14,7.638905109,8.18091801
05/11/2022 09:45,,10.266,193.8,8.99,1.015,7.610656934,8.200742817
05/11/2022 10:00,,10.426,193.7,9.03,1.04,7.552408759,8.220567624
05/11/2022 10:15,,10.591,193.5,9.07,0.86,7.524160584,8.240392432
05/11/2022 10:30,,10.77,193.45,9.1,0.795,7.455912409,8.250217239
05/11/2022 10:45,,10.953,193.35,9.13,0.755,7.387664234,8.270042046
05/11/2022 11:00,,11.146,193.3,9.14,0.87,7.339416058,8.289866854
05/11/2022 11:15,,11.4085,193.1,9.16,0.8,7.271167883,8.299691661
05/11/2022 11:30,,11.6775,193,9.17,0.705,7.172919708,8.339516468
05/11/2022 11:45,,11.9535,192.8,9.16,0.74,7.154671533,8.349341275
05/11/2022 12:00,,12.25,192.7,9.14,0.785,7.096423358,8.369166083
05/11/2022 12:15,,12.5645,192.55,9.12,0.775,7.028175182,8.36899089
05/11/2022 12:30,,12.8955,192.4,9.09,0.88,6.969927007,8.398815697
05/11/2022 12:45,,13.246,192,9.05,0.84,6.921678832,8.418640505
05/11/2022 13:00,,13.586,190.75,9.02,0.81,6.883430657,8.438465312
05/11/2022 13:15,,13.9165,190.25,8.98,1,6.845182482,8.448290119
05/11/2022 13:30,,14.2175,190.7,8.94,0.92,6.811934307,8.468114926
05/11/2022 13:45,,14.533,190.05,8.89,1,6.788686131,8.487939734
05/11/2022 14:00,,14.803,190.15,8.85,0.89,6.790437956,8.492764541
05/11/2022 14:15,,15.0365,190,8.8,0.85,6.782189781,8.507589348
05/11/2022 14:30,,15.27,189.8,8.74,0.925,6.763941606,8.517414156
05/11/2022 14:45,,15.482,191.2,8.7,0.78,6.735693431,8.527238963
05/11/2022 15:00,,15.676,190.2,8.63,0.795,6.772445255,8.52706377
05/11/2022 15:15,,15.868,189.6,8.57,0.735,6.78919708,8.536888577
05/11/2022 15:30,,16.018,190.7,8.505,0.695,6.800948905,8.546713385
05/11/2022 15:45,,16.1525,190.05,8.45,0.705,6.79270073,8.516538192
05/11/2022 16:00,,16.282,189.85,8.38,0.73,6.794452555,8.546362999
05/11/2022 16:15,,16.351,189.55,8.31,0.685,6.81620438,8.536187807
05/11/2022 16:30,,16.43,188.75,8.26,0.74,6.827956204,8.546012614
05/11/2022 16:45,,16.456,189,8.18,0.73,6.869708029,8.535837421
05/11/2022 17:00,,16.428,189.25,8.13,0.835,6.881459854,8.535662228
05/11/2022 17:15,,16.38,189.45,8.05,0.755,6.943211679,8.525487036
05/11/2022 17:30,,16.332,189.95,8.01,0.795,6.924963504,8.515311843
05/11/2022 17:45,,16.328,190,7.95,0.74,6.996715328,8.51513665
05/11/2022 18:00,,16.317,189.45,7.89,0.66,6.958467153,8.494961458
05/11/2022 18:15,,16.298,190.3,7.8,0.71,7.010218978,8.484786265
05/11/2022 18:30,,16.267,189.95,7.68,0.785,7.051970803,8.454611072
05/11/2022 18:45,,16.1765,190.9,7.5,0.68,7.093722628,8.414435879
05/11/2022 19:00,,16.028,191.25,7.34,0.68,7.150474453,8.364260687
05/11/2022 19:15,,15.949,190.8,7.21,0.835,7.197226277,8.314085494
05/11/2022 19:30,,15.897,191.75,7.11,0.73,7.168978102,8.283910301
05/11/2022 19:45,,15.89,192.7,7.04,0.705,7.260729927,8.258735109
05/11/2022 20:00,,15.871,192.9,6.98,0.63,7.282481752,8.233559916
05/11/2022 20:15,,15.863,192.35,6.92,0.705,7.334233577,8.203384723
05/11/2022 20:30,,15.851,193.25,6.89,0.82,7.345985401,8.18320953
05/11/2022 20:45,,15.837,192.5,6.89,0.755,7.407737226,8.173034338
05/11/2022 21:00,,15.815,193.05,6.83,0.905,7.429489051,8.142859145
05/11/2022 21:15,,15.786,193.75,6.81,0.79,7.401240876,8.132683952
05/11/2022 21:30,,15.735,193.9,6.8,0.815,7.512992701,8.11250876
05/11/2022 21:45,,15.6885,194.9,6.8,0.78,7.544744526,8.102333567
05/11/2022 22:00,,15.615,194.5,6.78,0.88,7.56649635,8.082158374
05/11/2022 22:15,,15.539,195.1,6.78,1.105,7.528248175,8.071983181
05/11/2022 22:30,,15.481,195.85,6.78,0.96,7.57,8.061807989
05/11/2022 22:45,,15.4215,196.3,6.78,1.065,7.566751825,8.051632796
05/11/2022 23:00,,15.357,196.85,6.79,1.03,7.66350365,8.031457603
05/11/2022 23:15,,15.268,195.5,6.81,1.06,7.645255474,8.021282411
05/11/2022 23:30,,15.178,195.8,6.83,0.92,7.707007299,8.021107218
05/11/2022 23:45,,15.093,196,6.86,0.88,7.738759124,8.010932025
05/12/2022 00:00,,15.015,195.8,6.87,0.855,7.730510949,8.010756833
05/12/2022 00:15,,14.931,196.15,6.9,0.91,7.732262774,8.01058164
05/12/2022 00:30,,14.8415,196.6,6.92,0.865,7.774014599,8.010406447
05/12/2022 00:45,,14.749,196.4,6.94,0.865,7.755766423,7.990231254
05/12/2022 01:00,,14.652,195.75,6.95,0.78,7.807518248,8.000056062
05/12/2022 01:15,,14.5265,196.4,6.99,0.885,7.789270073,7.989880869
05/12/2022 01:30,,14.398,196.8,7.02,0.91,7.681021898,7.989705676
05/12/2022 01:45,,14.2695,196.1,7.05,0.94,7.812773723,7.989530484
05/12/2022 02:00,,14.153,196.8,7.06,0.965,7.749525547,7.989355291
05/12/2022 02:15,,14.035,196.65,7.08,1.085,7.776277372,7.979180098
05/12/2022 02:30,,13.911,195.65,7.12,1.045,7.798029197,7.969004905
05/12/2022 02:45,,13.781,196.55,7.15,1.03,7.779781022,7.968829713
05/12/2022 03:00,,13.651,195.8,7.17,0.91,7.806532847,7.97865452
05/12/2022 03:15,,13.519,196.35,7.2,0.98,7.793284672,7.978479327
05/12/2022 03:30,,13.39,195.5,7.24,0.99,7.815036496,7.978304135
05/12/2022 03:45,,13.2605,195.1,7.27,1.055,7.806788321,7.978128942
05/12/2022 04:00,,13.137,195.55,7.29,1.055,7.788540146,7.967953749
05/12/2022 04:15,,13.019,195.9,7.33,1.195,7.765291971,7.977778556
05/12/2022 04:30,,12.892,195.8,7.34,1.37,7.792043796,7.967603364
05/12/2022 04:45,,12.788,195.95,7.37,1.765,7.89879562,7.967428171
05/12/2022 05:00,,12.6685,195,7.39,1.63,7.685547445,7.967252978
05/12/2022 05:15,,12.531,195.25,7.43,1.85,7.68729927,7.977077786
05/12/2022 05:30,,12.395,194.7,7.46,1.43,7.749051095,7.966902593
05/12/2022 05:45,,12.266,195.6,7.49,1.455,7.73080292,7.9667274
05/12/2022 06:00,,12.129,195.35,7.51,1.455,7.727554745,7.971552207
05/12/2022 06:15,,12.001,195.3,7.54,1.45,7.714306569,7.966377015
05/12/2022 06:30,,11.8665,194.05,7.6,1.39,7.696058394,7.976201822
05/12/2022 06:45,,11.767,195.35,7.66,1.405,7.707810219,7.986026629
05/12/2022 07:00,,11.671,195.4,7.71,1.41,7.709562044,7.985851437
05/12/2022 07:15,,11.5555,195.1,7.77,1.39,7.691313869,7.985676244
05/12/2022 07:30,,11.457,195.6,7.81,1.385,7.713065693,7.995501051
05/12/2022 07:45,,11.394,194.95,7.92,1.42,7.654817518,8.015325858
05/12/2022 08:00,,11.361,194.2,8,1.295,7.536569343,8.045150666
05/12/2022 08:15,,11.338,195.1,8.15,1.235,7.638321168,8.074975473
05/12/2022 08:30,,11.266,194.6,8.23,1.27,7.640072993,8.08480028
05/12/2022 08:45,,11.192,193.9,8.27,1.19,7.621824818,8.094625088
05/12/2022 09:00,,11.147,195.05,8.3,1.135,7.568576642,8.104449895
05/12/2022 09:15,,11.171,193.9,8.35,1.025,7.535328467,8.104274702
05/12/2022 09:30,,11.273,193.1,8.42,1.015,7.497080292,8.124099509
05/12/2022 09:45,,11.311,192.95,8.49,0.91,7.408832117,8.143924317
05/12/2022 10:00,,11.379,194.85,8.58,0.835,7.360583942,8.173749124
05/12/2022 10:15,,11.483,194.4,8.66,0.85,7.267335766,8.193573931
05/12/2022 10:30,,11.643,193.9,8.71,0.94,7.294087591,8.203398739
05/12/2022 10:45,,11.834,193.85,8.77,0.82,7.205839416,8.243223546
05/12/2022 11:00,,12.073,193.35,8.81,0.845,7.107591241,8.263048353
05/12/2022 11:15,,12.324,194,8.86,0.75,7.009343066,8.28287316
05/12/2022 11:30,,12.558,192.7,8.87,0.805,6.971094891,8.302697968
05/12/2022 11:45,,12.806,193.55,8.9,0.785,6.912846715,8.322522775
05/12/2022 12:00,,13.043,193.15,8.9,1.52,6.77459854,8.342347582
05/12/2022 12:15,,13.261,192.35,8.91,0.71,6.766350365,8.35217239
05/12/2022 12:30,,13.5045,193.6,8.92,0.94,6.67810219,8.371997197
05/12/2022 12:45,,13.748,192.65,8.91,0.715,6.669854015,8.391822004
05/12/2022 13:00,,14.038,191.8,8.9,0.77,6.551605839,8.411646811
05/12/2022 13:15,,14.3155,191.7,8.88,0.765,6.583357664,8.441471619
05/12/2022 13:30,,14.596,191.9,8.86,0.81,6.545109489,8.441296426
05/12/2022 13:45,,14.8755,192.6,8.82,0.835,6.506861314,8.461121233
05/12/2022 14:00,,15.13,191.4,8.8,0.785,6.373613139,8.470946041
05/12/2022 14:15,,15.376,191.55,8.75,0.765,6.420364964,8.490770848
05/12/2022 14:30,,15.585,190.95,8.71,0.77,6.417116788,8.500595655
05/12/2022 14:45,,15.769,190.1,8.67,0.725,6.383868613,8.510420463
05/12/2022 15:00,,15.932,190.9,8.61,0.68,6.405620438,8.51024527
05/12/2022 15:15,,16.061,191.65,8.56,0.685,6.427372263,8.525070077
05/12/2022 15:30,,16.189,191.65,8.5,0.825,6.369124088,8.529894884
05/12/2022 15:45,,16.304,191,8.435,0.825,6.300875912,8.539719692
05/12/2022 16:00,,16.355,191.15,8.38,0.75,6.342627737,8.539544499
05/12/2022 16:15,,16.4035,191.3,8.32,0.67,6.434379562,8.539369306
05/12/2022 16:30,,16.447,191.35,8.27,0.66,6.366131387,8.539194114
05/12/2022 16:45,,16.457,190.75,8.21,0.63,6.452883212,8.529018921
05/12/2022 17:00,,16.465,191.45,8.15,0.62,6.449635036,8.528843728
05/12/2022 17:15,,16.406,191.3,8.1,0.815,6.471386861,8.528668535
05/12/2022 17:30,,16.342,192.05,8.05,0.66,6.453138686,8.518493343
05/12/2022 17:45,,16.265,191.7,7.98,0.655,6.504890511,8.50831815
05/12/2022 18:00,,16.1565,192.85,7.9,0.78,6.556642336,8.488142957
05/12/2022 18:15,,16.028,193.05,7.84,0.755,6.593394161,8.467967765
05/12/2022 18:30,,15.798,192.2,7.73,0.725,6.680145985,8.437792572
05/12/2022 18:45,,15.6095,192.7,7.595,0.86,6.73189781,8.397617379
05/12/2022 19:00,,15.405,193.95,7.44,0.665,6.748649635,8.347442186
05/12/2022 19:15,,15.264,194.75,7.34,0.67,6.76540146,8.317266994
05/12/2022 19:30,,15.1885,193.5,7.27,0.715,6.787153285,8.287091801
05/12/2022 19:45,,15.12,194.85,7.2,0.65,6.718905109,8.256916608
05/12/2022 20:00,,15.066,195.15,7.13,0.74,6.850656934,8.246741416
05/12/2022 20:15,,15.0145,195.5,7.08,0.765,6.762408759,8.216566223
05/12/2022 20:30,,14.951,194.9,7.04,0.99,6.904160584,8.18639103
05/12/2022 20:45,,14.884,196,7.04,0.745,6.955912409,8.176215837
05/12/2022 21:00,,14.802,196,7,0.75,6.957664234,8.156040645
05/12/2022 21:15,,14.706,196.4,7,0.815,6.979416058,8.145865452
05/12/2022 21:30,,14.602,196.8,6.99,0.85,6.951167883,8.125690259
05/12/2022 21:45,,14.488,196.7,6.97,1.04,7.042919708,8.105515067
05/12/2022 22:00,,14.368,197.25,6.98,1.415,7.024671533,8.095339874
05/12/2022 22:15,,14.236,198.25,7,1.465,6.976423358,8.075164681
05/12/2022 22:30,,14.1,198.75,7.02,1.485,7.038175182,8.064989488
05/12/2022 22:45,,13.965,198.2,7.01,1.46,7.069927007,8.044814296
05/12/2022 23:00,,13.8225,198.05,7.05,1.335,7.121678832,8.044639103
05/12/2022 23:15,,13.673,197.55,7.09,1.28,7.043430657,8.03446391
05/12/2022 23:30,,13.523,199.35,7.14,1.085,7.185182482,8.029288718
05/12/2022 23:45,,13.374,198.45,7.13,1.075,7.186934307,8.014113525
05/13/2022 00:00,,13.219,199.1,7.17,0.995,7.218686131,8.013938332
05/13/2022 00:15,,13.055,199,7.22,1.205,7.190437956,8.003763139
05/13/2022 00:30,,12.884,199.6,7.24,1.105,7.262189781,8.003587947
05/13/2022 00:45,,12.708,199.9,7.3,1.145,7.273941606,7.993412754
05/13/2022 01:00,,12.521,199.8,7.31,1.19,7.280693431,7.993237561
05/13/2022 01:15,,12.321,199.9,7.35,1.315,7.327445255,7.993062369
05/13/2022 01:30,,12.13,200.4,7.41,1.46,7.20919708,7.982887176
05/13/2022 01:45,,11.93,200.2,7.47,1.14,7.305948905,7.982711983
05/13/2022 02:00,,11.722,200.8,7.5,1.135,7.28270073,7.97253679
05/13/2022 02:15,,11.532,201.5,7.54,1.21,7.349452555,7.972361598
05/13/2022 02:30,,11.3425,200.85,7.59,1.14,7.33620438,7.962186405
05/13/2022 02:45,,11.151,200.9,7.65,1.165,7.337956204,7.952011212
05/13/2022 03:00,,10.9615,200.85,7.68,1.785,7.269708029,7.95183602
05/13/2022 03:15,,10.774,201.05,7.74,1.11,7.371459854,7.961660827
05/13/2022 03:30,,10.592,199.8,7.8,1.155,7.313211679,7.951485634
05/13/2022 03:45,,10.4075,200.15,7.83,1.36,7.284963504,7.951310441
05/13/2022 04:00,,10.235,200.3,7.89,1.22,7.326715328,7.951135249
05/13/2022 04:15,,10.055,200.05,7.93,1.185,7.288467153,7.950960056
05/13/2022 04:30,,9.879,199.95,7.98,1.16,7.335218978,7.950784863
05/13/2022 04:45,,9.71,200,8,1.395,7.261970803,7.950609671
05/13/2022 05:00,,9.533,199.9,8.07,1.35,7.243722628,7.950434478
05/13/2022 05:15,,9.355,199.7,8.1,1.27,7.345474453,7.940259285
05/13/2022 05:30,,9.173,200.55,8.15,1.27,7.307226277,7.950084093
05/13/2022 05:45,,8.9925,199.95,8.21,1.495,7.288978102,7.9499089
05/13/2022 06:00,,8.819,199.9,8.27,1.375,7.300729927,7.949733707
05/13/2022 06:15,,8.652,200.1,8.3,1.855,7.192481752,7.949558514
05/13/2022 06:30,,8.495,200.4,8.36,1.43,7.274233577,7.959383322
05/13/2022 06:45,,8.345,200.1,8.43,1.22,7.265985401,7.959208129
05/13/2022 07:00,,8.211,200.15,8.49,1.215,7.252737226,7.959032936
05/13/2022 07:15,,8.079,200.1,8.575,1.585,7.204489051,7.968857744
05/13/2022 07:30,,7.964,200.25,8.66,2.155,7.101240876,7.978682551
05/13/2022 07:45,,7.85,200,8.71,2.465,7.762992701,7.988507358
05/13/2022 08:00,,7.769,199.8,8.77,2.165,7.164744526,7.998332165
